3.000000000000000000e+00 2.000000000000000000e+00 8.862500000000000000e+01 1.687500000000000000e+02 6.412500000000000000e+01 4.881250000000000000e+01 2.548000000000000000e+03 4.000000000000000000e+00 1.300000000000000000e+02 3.470703125000000000e+00 2.679687500000000000e+00 9.000000000000000000e+00 1.110000000000000000e+02 5.000000000000000000e+03 2.100000000000000000e+01 2.700000000000000000e+01 1.349600000000000000e+04 2.000000000000000000e+00
3.000000000000000000e+00 2.000000000000000000e+00 8.862500000000000000e+01 1.687500000000000000e+02 6.412500000000000000e+01 4.881250000000000000e+01 2.548000000000000000e+03 4.000000000000000000e+00 1.300000000000000000e+02 3.470703125000000000e+00 2.679687500000000000e+00 9.000000000000000000e+00 1.110000000000000000e+02 5.000000000000000000e+03 2.100000000000000000e+01 2.700000000000000000e+01 1.649600000000000000e+04 2.000000000000000000e+00
1.000000000000000000e+00 2.000000000000000000e+00 9.450000000000000000e+01 1.712500000000000000e+02 6.550000000000000000e+01 5.240625000000000000e+01 2.823000000000000000e+03 6.000000000000000000e+00 1.520000000000000000e+02 2.679687500000000000e+00 3.470703125000000000e+00 9.000000000000000000e+00 1.540000000000000000e+02 5.000000000000000000e+03 1.900000000000000000e+01 2.600000000000000000e+01 1.649600000000000000e+04 2.000000000000000000e+00
2.000000000000000000e+00 4.000000000000000000e+00 9.981250000000000000e+01 1.766250000000000000e+02 6.618750000000000000e+01 5.431250000000000000e+01 2.337000000000000000e+03 4.000000000000000000e+00 1.090000000000000000e+02 3.189453125000000000e+00 3.400390625000000000e+00 1.000000000000000000e+01 1.020000000000000000e+02 5.500000000000000000e+03 2.400000000000000000e+01 3.000000000000000000e+01 1.395200000000000000e+04 2.000000000000000000e+00
2.000000000000000000e+00 4.000000000000000000e+00 9.937500000000000000e+01 1.766250000000000000e+02 6.637500000000000000e+01 5.431250000000000000e+01 2.824000000000000000e+03 5.000000000000000000e+00 1.360000000000000000e+02 3.189453125000000000e+00 3.400390625000000000e+00 8.000000000000000000e+00 1.150000000000000000e+02 5.500000000000000000e+03 1.800000000000000000e+01 2.200000000000000000e+01 1.745600000000000000e+04 2.000000000000000000e+00
2.000000000000000000e+00 2.000000000000000000e+00 9.981250000000000000e+01 1.772500000000000000e+02 6.631250000000000000e+01 5.309375000000000000e+01 2.507000000000000000e+03 5.000000000000000000e+00 1.360000000000000000e+02 3.189453125000000000e+00 3.400390625000000000e+00 8.500000000000000000e+00 1.100000000000000000e+02 5.500000000000000000e+03 1.900000000000000000e+01 2.500000000000000000e+01 1.524800000000000000e+04 2.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.058125000000000000e+02 1.927500000000000000e+02 7.137500000000000000e+01 5.568750000000000000e+01 2.844000000000000000e+03 5.000000000000000000e+00 1.360000000000000000e+02 3.189453125000000000e+00 3.400390625000000000e+00 8.500000000000000000e+00 1.100000000000000000e+02 5.500000000000000000e+03 1.900000000000000000e+01 2.500000000000000000e+01 1.771200000000000000e+04 3.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.058125000000000000e+02 1.927500000000000000e+02 7.137500000000000000e+01 5.568750000000000000e+01 2.954000000000000000e+03 5.000000000000000000e+00 1.360000000000000000e+02 3.189453125000000000e+00 3.400390625000000000e+00 8.500000000000000000e+00 1.100000000000000000e+02 5.500000000000000000e+03 1.900000000000000000e+01 2.500000000000000000e+01 1.891200000000000000e+04 3.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.058125000000000000e+02 1.927500000000000000e+02 7.137500000000000000e+01 5.590625000000000000e+01 3.086000000000000000e+03 5.000000000000000000e+00 1.310000000000000000e+02 3.130859375000000000e+00 3.400390625000000000e+00 8.296875000000000000e+00 1.400000000000000000e+02 5.500000000000000000e+03 1.700000000000000000e+01 2.000000000000000000e+01 2.387200000000000000e+04 3.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00 9.950000000000000000e+01 1.782500000000000000e+02 6.787500000000000000e+01 5.200000000000000000e+01 3.053000000000000000e+03 5.000000000000000000e+00 1.310000000000000000e+02 3.130859375000000000e+00 3.400390625000000000e+00 7.000000000000000000e+00 1.600000000000000000e+02 5.500000000000000000e+03 1.600000000000000000e+01 2.200000000000000000e+01 1.785600000000000000e+04 2.000000000000000000e+00
