1.000000000000000000e+00 0.000000000000000000e+00 5.839416058394153453e-02 4.123134328358206702e-01 3.177083333333339255e-01 8.333333333333303727e-02 4.111714507370054505e-01 2.000000000000000111e-01 2.603773584905660354e-01 6.652719665271968896e-01 2.899628252788104543e-01 1.250000000000000000e-01 2.624999999999999556e-01 3.469387755102040227e-01 2.222222222222221544e-01 2.894736842105263275e-01 2.079030976965845767e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 5.839416058394153453e-02 4.123134328358206702e-01 3.177083333333339255e-01 8.333333333333303727e-02 4.111714507370054505e-01 2.000000000000000111e-01 2.603773584905660354e-01 6.652719665271968896e-01 2.899628252788104543e-01 1.250000000000000000e-01 2.624999999999999556e-01 3.469387755102040227e-01 2.222222222222221544e-01 2.894736842105263275e-01 2.823669579030976262e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000888e-01 0.000000000000000000e+00 2.299270072992700698e-01 4.496268656716417844e-01 4.322916666666669627e-01 3.828125000000000000e-01 5.178432893716058416e-01 4.000000000000000777e-01 3.433962264150943189e-01 1.004184100418410441e-01 6.663568773234200826e-01 1.250000000000000000e-01 4.416666666666665964e-01 3.469387755102040227e-01 1.666666666666666852e-01 2.631578947368420351e-01 2.823669579030976262e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 1.000000000000000000e+00 3.850364963503647431e-01 5.298507462686563585e-01 4.895833333333339255e-01 5.416666666666660745e-01 3.293250581846391967e-01 2.000000000000000111e-01 1.811320754716981285e-01 4.644351464435148014e-01 6.328996282527881156e-01 1.875000000000000000e-01 2.249999999999999778e-01 5.510204081632654738e-01 3.055555555555555247e-01 3.684210526315789824e-01 2.192216044479745884e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 1.000000000000000000e+00 3.722627737226278377e-01 5.298507462686563585e-01 5.052083333333339255e-01 5.416666666666660745e-01 5.182311869666407222e-01 2.999999999999999889e-01 2.830188679245282946e-01 4.644351464435148014e-01 6.328996282527881156e-01 6.250000000000000000e-02 2.791666666666666741e-01 5.510204081632654738e-01 1.388888888888888951e-01 1.578947368421053099e-01 3.061953931691818731e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 0.000000000000000000e+00 3.850364963503647431e-01 5.391791044776117481e-01 5.000000000000000000e-01 4.401041666666660745e-01 3.952676493405741232e-01 2.999999999999999889e-01 2.830188679245282946e-01 4.644351464435148014e-01 6.328996282527881156e-01 9.375000000000000000e-02 2.583333333333333037e-01 5.510204081632654738e-01 1.666666666666666852e-01 2.368421052631578538e-01 2.513899920571882607e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000888e-01 1.000000000000000000e+00 5.602189781021897907e-01 7.705223880597014130e-01 9.218750000000000000e-01 6.562500000000000000e-01 5.259891388673390011e-01 2.999999999999999889e-01 2.830188679245282946e-01 4.644351464435148014e-01 6.328996282527881156e-01 9.375000000000000000e-02 2.583333333333333037e-01 5.510204081632654738e-01 1.666666666666666852e-01 2.368421052631578538e-01 3.125496425734709538e-01 7.500000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000888e-01 1.000000000000000000e+00 5.602189781021897907e-01 7.705223880597014130e-01 9.218750000000000000e-01 6.562500000000000000e-01 5.686578743211792020e-01 2.999999999999999889e-01 2.830188679245282946e-01 4.644351464435148014e-01 6.328996282527881156e-01 9.375000000000000000e-02 2.583333333333333037e-01 5.510204081632654738e-01 1.666666666666666852e-01 2.368421052631578538e-01 3.423351866560762069e-01 7.500000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000888e-01 1.000000000000000000e+00 5.602189781021897907e-01 7.705223880597014130e-01 9.218750000000000000e-01 6.744791666666660745e-01 6.198603568657874430e-01 2.999999999999999889e-01 2.641509433962264120e-01 4.225941422594143848e-01 6.328996282527881156e-01 8.105468750000000000e-02 3.833333333333333592e-01 5.510204081632654738e-01 1.111111111111111049e-01 1.052631578947368363e-01 4.654487688641778531e-01 7.500000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000222e-01 0.000000000000000000e+00 3.759124087591239061e-01 5.541044776119399273e-01 6.302083333333339255e-01 3.489583333333330373e-01 6.070597362296352717e-01 2.999999999999999889e-01 2.641509433962264120e-01 4.225941422594143848e-01 6.328996282527881156e-01 0.000000000000000000e+00 4.666666666666666186e-01 5.510204081632654738e-01 8.333333333333331483e-02 1.578947368421053099e-01 3.161239078633836241e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
